,fixedacidity,volatileacidity,citricacidity,residualsugar,chlorides,freesulfurdioxide,totalsulfurdioxide,density,pH,sulphates,alchohol,quality
2096,6,0,0,6,0,5,129,0,3,0,9,5
2097,6,0,0,12,0,31,145,0,3,0,9,5
2098,7,0,0,13,0,72,163,1,3,0,9,6
2099,6,0,0,6,0,43,153,0,3,0,10,5
2100,6,0,0,12,0,31,145,0,3,0,9,5
2101,6,0,0,2,0,16,85,0,3,0,12,6
2102,6,0,0,11,0,28,237,0,3,0,8,5
2103,6,0,0,1,0,35,128,0,3,0,8,5
2104,6,0,0,6,0,43,153,0,3,0,10,5
2105,6,0,0,6,0,5,129,0,3,0,9,5
2106,8,0,0,15,0,40,234,1,3,0,9,5
2107,8,0,0,10,0,46,141,0,3,0,10,6
2108,7,0,0,13,0,72,163,1,3,0,9,6
2109,7,0,0,10,0,59,186,0,3,0,9,6
2110,6,0,0,17,0,44,138,1,3,0,8,5
2111,6,0,0,17,0,44,138,1,3,0,8,5
2112,6,0,0,17,0,44,138,1,3,0,8,5
2113,5,0,0,1,0,20,93,0,3,0,9,5
2114,7,0,0,10,0,59,186,0,3,0,9,6
2115,6,0,0,17,0,44,138,1,3,0,8,5
2116,6,0,0,1,0,19,68,0,3,0,11,4
2117,7,0,0,1,0,26,117,0,3,0,10,5
2118,6,0,0,3,0,18,126,0,3,0,12,6
2119,8,0,0,1,0,14,122,0,3,0,10,4
2120,6,0,0,10,0,47,154,0,3,0,9,5
2121,7,0,0,4,0,36,109,0,3,0,12,7
2122,6,0,0,12,0,59,173,0,3,0,9,5
2123,6,0,0,10,0,47,154,0,3,0,9,5
2124,7,0,0,4,0,36,109,0,3,0,12,7
2125,6,0,0,12,0,42,163,0,3,0,10,5
2126,6,0,0,12,0,23,174,0,3,0,9,5
2127,9,0,0,1,0,50,344,0,3,0,9,5
2128,5,0,0,2,0,36,146,0,3,0,9,6
2129,6,0,0,1,0,15,115,0,3,0,11,5
2130,7,0,0,1,0,21,144,0,3,0,11,5
2131,7,0,0,16,0,49,158,0,3,0,9,6
2132,7,0,0,16,0,49,158,0,3,0,9,6
2133,8,0,0,2,0,22,162,0,2,0,11,6
2134,6,0,0,7,0,38,118,0,3,0,10,6
2135,7,0,0,7,0,41,224,0,3,0,10,5
2136,7,0,0,5,0,31,132,0,3,0,10,6
2137,7,0,0,7,0,41,224,0,3,0,10,5
2138,5,0,0,8,0,19,102,0,3,0,10,5
2139,7,0,0,13,0,12,105,0,3,0,9,5
2140,7,0,0,15,0,31,117,0,3,0,9,5
2141,7,0,0,15,0,31,117,0,3,0,9,5
2142,7,0,0,13,0,64,179,0,3,0,9,5
2143,6,0,0,2,0,18,89,0,3,0,11,7
2144,8,0,0,10,0,53,145,0,3,0,10,6
2145,7,0,0,10,0,49,165,0,3,0,9,6
2146,7,0,0,6,0,26,105,0,3,0,9,6
2147,6,0,0,15,0,20,142,0,3,0,10,5
2148,7,0,0,13,0,12,105,0,3,0,9,5
2149,6,0,0,5,0,31,99,0,3,0,11,6
2150,7,0,0,3,0,36,102,0,3,0,12,6
2151,7,0,0,15,0,31,117,0,3,0,9,5
2152,7,0,0,2,0,15,76,0,3,0,10,6
2153,7,0,0,1,0,23,91,0,3,0,10,6
2154,9,0,0,8,0,34,187,0,3,0,10,4
2155,7,0,0,8,0,33,181,0,3,0,10,5
2156,7,0,0,3,0,9,76,0,3,0,11,4
2157,8,0,0,4,0,31,92,0,3,0,12,6
2158,7,0,0,1,0,26,105,0,3,0,10,6
2159,6,0,0,1,0,6,61,0,3,0,12,4
2160,6,0,0,9,0,29,124,0,3,0,11,6
2161,6,0,0,4,0,29,79,0,3,0,12,7
2162,9,0,0,2,0,19,115,0,2,0,9,6
2163,8,0,0,4,0,31,92,0,3,0,12,6
2164,8,0,0,18,0,55,130,0,2,0,11,5
2165,7,0,0,1,0,15,162,0,3,0,9,5
2166,7,0,0,1,0,15,162,0,3,0,9,5
2167,7,0,0,12,0,48,229,0,3,0,9,7
2168,7,0,0,12,0,48,229,0,3,0,9,7
2169,7,0,0,12,0,48,229,0,3,0,9,7
2170,7,0,0,12,0,48,229,0,3,0,9,7
2171,7,0,0,12,0,48,229,0,3,0,9,7
2172,6,0,0,7,0,11,117,0,3,0,9,5
2173,7,0,0,16,0,43,163,0,3,0,9,5
2174,7,0,0,12,0,48,229,0,3,0,9,7
2175,7,0,0,12,0,48,212,0,3,0,9,7
2176,6,0,0,7,0,11,117,0,3,0,9,5
2177,6,0,0,5,0,23,126,0,3,0,9,7
2178,7,0,0,16,0,43,163,0,3,0,9,5
2179,7,0,0,1,0,33,106,0,3,0,10,6
2180,8,0,0,10,0,29,146,0,3,0,9,6
2181,7,0,0,3,0,30,114,0,3,0,11,6
2182,6,0,0,10,0,37,146,0,3,0,10,5
2183,6,0,0,6,0,38,141,0,3,0,9,5
2184,6,0,0,9,0,29,109,0,3,0,10,6
2185,7,0,0,11,0,24,94,0,3,0,9,7
2186,6,0,0,1,0,14,74,0,3,0,9,5
2187,6,0,0,1,0,13,137,0,3,0,9,5
2188,6,0,0,9,0,24,90,0,3,0,9,6
2189,7,0,0,12,0,36,125,0,2,0,9,6
2190,7,0,0,2,0,29,110,0,3,0,12,6
2191,9,0,0,10,0,34,145,0,3,0,9,5
2192,7,0,0,4,0,31,153,0,3,0,9,6
2193,7,0,0,12,0,36,125,0,2,0,9,6
2194,6,0,0,9,0,24,90,0,3,0,9,6
2195,6,0,0,1,0,13,137,0,3,0,9,5
2196,7,0,0,1,0,20,71,0,3,0,11,6
2197,7,0,0,1,0,26,101,0,3,0,11,6
2198,7,0,0,8,0,53,187,0,3,0,9,5
2199,6,0,0,11,0,77,231,0,3,0,9,6
2200,6,0,0,7,0,31,157,0,3,0,9,5
2201,6,0,0,2,0,23,147,0,3,0,10,6
2202,7,0,0,8,0,53,187,0,3,0,9,5
2203,7,0,0,2,0,14,167,0,3,0,9,5
2204,7,0,0,2,0,19,175,0,3,0,9,5
2205,7,0,0,10,0,35,178,0,3,0,10,5
2206,8,0,0,15,0,16,132,0,3,0,12,6
2207,6,0,0,3,0,36,138,0,3,0,11,7
2208,7,0,0,2,0,13,128,0,3,0,11,5
2209,7,0,0,1,0,24,125,0,3,0,12,6
2210,7,0,0,1,0,53,150,0,3,0,9,7
2211,6,0,0,1,0,35,136,0,3,0,10,6
2212,7,0,0,1,0,24,125,0,3,0,12,6
2213,7,0,0,1,0,23,107,0,3,0,10,6
2214,7,0,0,2,0,13,128,0,3,0,11,5
2215,8,0,0,13,0,32,161,0,3,0,9,6
2216,7,0,0,1,0,16,96,0,3,0,10,5
2217,8,0,0,3,0,18,129,0,3,0,11,6
2218,7,0,0,6,0,29,163,0,3,0,10,6
2219,6,0,0,2,0,36,134,0,3,0,12,7
2220,7,0,0,1,0,40,120,0,2,0,10,6
2221,8,0,0,13,0,32,161,0,3,0,9,6
2222,8,0,0,10,0,25,157,0,3,0,11,7
2223,6,0,0,12,0,44,169,0,3,0,9,6
2224,8,0,0,10,0,25,157,0,3,0,11,7
2225,7,0,0,15,0,32,166,0,3,0,9,4
2226,7,0,0,12,0,60,177,0,3,0,8,5
2227,7,0,0,12,0,64,179,0,3,0,8,5
2228,7,0,0,11,0,45,124,0,2,0,9,7
2229,6,0,0,9,0,42,150,0,3,0,11,6
2230,7,0,0,11,0,45,124,0,2,0,9,7
2231,6,0,0,9,0,42,150,0,3,0,11,6
2232,8,0,0,2,0,16,89,0,2,0,9,6
2233,6,0,0,1,0,10,164,0,3,0,9,5
2234,7,0,0,6,0,20,90,0,3,0,9,5
2235,6,0,0,8,0,10,147,0,3,0,9,6
2236,7,0,0,7,0,48,184,0,3,0,9,5
2237,6,0,0,14,0,37,162,0,3,0,9,4
2238,6,0,0,6,0,39,151,0,3,0,10,6
2239,6,0,0,8,0,10,147,0,3,0,9,6
2240,7,0,0,8,0,41,180,0,3,0,9,5
2241,7,0,0,7,0,48,184,0,3,0,9,5
2242,6,0,0,10,0,49,169,0,3,0,8,5
2243,6,0,0,11,0,52,171,0,3,0,10,5
2244,7,0,0,11,0,35,228,0,3,0,8,5
2245,7,0,0,7,0,28,141,0,3,0,10,7
2246,6,0,0,14,0,37,162,0,3,0,9,4
2247,6,0,0,6,0,39,151,0,3,0,10,6
2248,7,0,0,1,0,16,100,0,3,0,10,6
2249,6,0,0,7,0,45,186,0,3,0,9,5
2250,9,0,0,17,0,46,235,1,3,0,8,6
2251,7,0,0,1,0,34,101,0,3,0,10,7
2252,7,0,0,7,0,51,174,0,3,0,9,5
2253,6,0,0,7,0,45,186,0,3,0,9,5
2254,6,0,0,3,0,47,172,0,3,0,10,6
2255,7,0,0,1,0,35,133,0,3,0,10,6
2256,7,0,0,1,0,24,128,0,2,0,10,5
2257,7,0,0,1,0,34,132,0,3,0,9,6
2258,7,0,0,10,0,57,205,0,3,0,9,5
2259,7,0,0,1,0,34,132,0,3,0,9,6
2260,7,0,0,10,0,57,205,0,3,0,9,5
2261,6,0,0,4,0,20,134,0,3,0,9,6
2262,8,0,0,2,0,11,61,0,3,0,11,6
2263,6,0,0,15,0,49,159,0,3,0,9,5
2264,6,0,0,10,0,53,154,0,3,0,10,6
2265,6,0,0,15,0,49,159,0,3,0,9,5
2266,9,0,0,6,0,20,167,0,3,0,10,5
2267,6,0,0,10,0,53,154,0,3,0,10,6
2268,6,0,0,5,0,35,152,0,3,0,8,6
2269,8,0,0,17,0,47,169,1,3,0,9,6
2270,7,0,0,1,0,41,107,0,3,0,10,7
2271,6,0,0,13,0,50,156,0,3,0,9,6
2272,6,0,0,8,0,28,108,0,3,0,10,6
2273,6,0,0,6,0,10,94,0,3,0,10,5
2274,7,0,0,1,0,41,107,0,3,0,10,7
2275,7,0,0,14,0,47,178,0,3,0,9,4
2276,6,0,0,7,0,57,200,0,3,0,9,6
2277,7,0,0,1,0,25,91,0,3,0,10,6
2278,6,0,0,7,0,57,200,0,3,0,9,6
2279,7,0,0,1,0,45,149,0,3,0,8,5
2280,6,0,0,1,0,20,77,0,3,0,10,6
2281,6,0,0,1,0,18,66,0,3,0,10,6
2282,7,0,0,15,0,67,210,0,3,0,9,5
2283,7,0,0,15,0,67,210,0,3,0,9,5
2284,7,0,0,15,0,67,210,0,3,0,9,5
2285,7,0,0,15,0,67,210,0,3,0,9,5
2286,6,0,0,4,0,47,144,0,3,0,9,5
2287,6,0,0,5,0,49,145,0,3,0,9,5
2288,7,0,0,15,0,67,210,0,3,0,9,5
2289,7,0,0,6,0,26,97,0,3,0,12,7
2290,7,0,0,1,0,21,106,0,3,0,10,7
2291,8,0,0,2,0,38,150,0,3,0,10,6
2292,6,0,0,1,0,39,208,0,3,0,9,6
2293,7,0,0,6,0,26,97,0,3,0,12,7
2294,7,0,0,6,0,38,115,0,3,0,12,7
2295,7,0,0,6,0,62,150,0,3,0,10,6
2296,6,0,0,7,0,47,168,0,3,0,10,7
2297,6,0,0,10,0,66,202,0,3,0,9,6
2298,6,0,0,3,0,23,109,0,3,0,12,8
2299,7,0,0,6,0,38,115,0,3,0,12,7
2300,7,0,0,2,0,28,125,0,3,0,12,7
2301,6,0,0,12,0,25,125,0,3,0,9,5
2302,6,0,0,7,0,50,194,0,3,0,9,5
2303,6,0,0,11,0,26,126,0,3,0,9,5
2304,7,0,0,1,0,15,168,0,3,0,9,6
2305,7,0,0,5,0,40,143,0,3,0,12,7
2306,5,0,0,2,0,18,134,0,3,0,10,5
2307,6,0,0,14,0,34,159,0,2,0,9,5
2308,9,0,0,1,0,36,139,0,3,0,9,5
2309,8,0,0,1,0,11,126,0,3,0,9,6
2310,6,0,0,14,0,34,159,0,2,0,9,5
2311,7,0,0,2,0,44,132,0,3,0,12,7
2312,9,0,0,1,0,36,139,0,3,0,9,5
2313,6,0,0,3,0,15,80,0,3,0,12,7
2314,7,0,0,6,0,42,127,0,3,0,12,6
2315,7,0,0,8,0,49,144,0,3,0,11,6
2316,7,0,0,1,0,34,116,0,3,0,12,7
2317,7,0,0,10,0,51,153,0,3,0,8,5
2318,7,0,0,11,0,58,164,0,3,0,8,4
2319,6,0,0,1,0,39,84,0,3,0,12,7
2320,8,0,0,8,0,42,130,0,3,0,11,6
2321,4,0,0,1,0,11,178,0,3,0,10,5
2322,6,0,0,1,0,23,121,0,3,0,9,6
2323,7,0,0,1,0,42,148,0,3,0,11,6
2324,6,0,0,7,0,54,190,0,3,0,9,5
2325,7,0,0,1,0,7,119,0,3,0,9,6
2326,6,0,0,11,0,22,111,0,3,0,9,5
2327,7,0,0,1,0,7,119,0,3,0,9,6
2328,6,0,0,11,0,22,111,0,3,0,9,5
2329,7,0,0,2,0,29,175,0,3,0,9,5
2330,7,0,0,12,0,25,209,0,3,0,9,6
2331,7,0,0,1,0,31,161,0,2,0,10,5
2332,6,0,0,10,0,38,209,0,3,0,9,6
2333,6,0,0,1,0,64,106,0,3,0,12,8
2334,7,0,0,17,0,128,212,1,3,0,8,5
2335,8,0,0,10,0,50,118,0,3,0,10,5
2336,6,0,0,4,0,110,198,0,3,0,10,5
2337,6,0,0,9,0,61,180,0,3,0,9,4
2338,7,0,0,8,0,40,167,0,3,0,9,5
2339,7,0,0,7,0,21,90,0,3,0,9,6
2340,7,0,0,4,0,27,156,0,3,0,10,6
2341,7,0,0,8,0,40,167,0,3,0,9,5
2342,7,0,0,4,0,27,95,0,3,0,12,8
2343,6,0,0,1,0,39,149,0,3,0,10,5
2344,7,0,0,7,0,21,90,0,3,0,9,6
2345,8,0,0,11,0,41,211,0,3,0,10,6
2346,7,0,0,11,0,58,179,0,3,0,8,4
2347,7,0,0,2,0,24,98,0,3,0,10,6
2348,8,0,0,2,0,14,141,0,2,0,12,6
2349,7,0,0,10,0,19,184,0,3,0,9,5
2350,7,0,0,13,0,46,212,0,3,0,10,5
2351,7,0,0,11,0,53,202,0,3,0,9,6
2352,6,0,0,1,0,36,126,0,3,0,8,6
2353,7,0,0,1,0,46,89,0,3,0,10,7
2354,6,0,0,1,0,26,66,0,3,0,11,6
2355,7,0,0,7,0,14,130,0,3,0,12,7
2356,7,0,0,2,0,29,130,0,3,0,10,6
2357,8,0,0,1,0,20,93,0,3,0,11,5
2358,7,0,0,12,0,60,221,0,3,0,9,5
2359,6,0,0,5,0,17,129,0,3,0,9,5
2360,8,0,0,10,0,30,121,0,3,0,10,6
2361,8,0,0,3,0,14,102,0,3,0,9,5
2362,6,0,0,1,0,39,144,0,3,0,10,6
2363,6,0,0,12,0,44,182,0,3,0,9,5
2364,6,0,0,1,0,42,204,0,3,0,9,5
2365,7,0,0,1,0,24,138,0,3,0,9,5
2366,7,0,0,7,0,40,227,0,3,0,9,5
2367,7,0,0,8,0,40,188,0,3,0,9,6
2368,7,0,0,14,0,70,169,0,3,0,10,6
2369,6,0,0,6,0,29,144,0,3,0,10,6
2370,6,0,0,6,0,25,107,0,3,0,10,7
2371,6,0,0,7,0,47,202,0,3,0,9,5
2372,6,0,0,3,0,5,85,0,3,0,11,4
2373,7,0,0,1,0,5,57,0,3,0,10,3
2374,7,0,0,2,0,43,188,0,3,0,12,6
2375,7,0,0,4,0,41,150,0,3,0,12,6
2376,7,0,0,2,0,43,188,0,3,0,12,6
2377,7,0,0,8,0,24,90,0,3,0,9,6
2378,9,0,0,16,0,52,282,1,3,0,9,5
2379,6,0,0,2,0,21,191,0,3,0,9,4
2380,6,0,0,1,0,21,196,0,3,0,9,4
2381,7,0,0,5,0,37,144,0,3,0,10,6
2382,6,0,0,4,0,14,107,0,3,0,10,8
2383,6,0,0,5,0,26,74,0,3,0,11,6
2384,6,0,0,4,0,14,107,0,3,0,10,8
2385,7,0,0,12,0,56,160,0,3,0,8,5
2386,6,0,0,1,0,24,189,0,3,0,9,4
2387,6,0,0,1,0,24,186,0,3,0,9,4
2388,7,0,0,1,0,7,106,0,3,0,11,4
2389,6,0,0,2,0,28,83,0,3,0,12,8
2390,7,0,0,1,0,34,130,0,3,0,10,8
2391,6,0,0,8,0,32,156,0,3,0,10,6
2392,6,0,0,1,0,42,135,0,3,0,9,7
2393,6,0,0,1,0,43,136,0,3,0,9,6
2394,6,0,0,12,0,58,252,0,3,0,8,5
2395,7,0,0,3,0,28,199,0,3,0,10,5
2396,8,0,0,17,0,25,218,1,2,0,9,5
2397,6,0,0,4,0,13,101,0,3,0,11,6
2398,8,0,0,1,0,26,93,0,3,0,11,6
2399,6,0,0,1,0,17,77,0,3,0,10,6
2400,9,0,0,2,0,16,104,0,3,0,10,4
2401,9,0,0,2,0,18,107,0,3,0,10,4
2402,8,0,0,8,0,72,202,0,3,0,10,6
2403,8,0,0,2,0,19,125,0,2,0,12,6
2404,9,0,0,1,0,23,130,0,3,0,9,5
2405,6,0,0,8,0,59,188,0,3,0,9,5
2406,7,0,0,4,0,23,100,0,3,0,12,6
2407,7,0,0,5,0,23,109,0,3,0,11,6
2408,7,0,0,13,0,44,214,0,3,0,9,5
2409,7,0,0,2,0,23,111,0,3,0,10,4
2410,7,0,0,7,0,30,220,0,3,0,10,6
2411,8,0,0,19,0,50,208,1,3,0,9,6
2412,6,0,0,8,0,50,212,0,3,0,9,4
2413,7,0,0,2,0,23,111,0,3,0,10,4
2414,6,0,0,7,0,28,195,0,3,0,9,4
2415,8,0,0,2,0,23,106,0,2,0,10,5
2416,7,0,0,6,0,30,220,0,3,0,10,6
2417,7,0,0,11,0,45,204,0,3,0,9,5
2418,6,0,0,0,0,25,98,0,3,0,9,5
2419,6,0,0,19,0,67,207,1,3,0,9,5
2420,8,0,0,7,0,23,118,0,3,0,13,7
2421,6,0,0,11,0,53,198,0,3,0,9,5
2422,6,0,0,7,0,28,210,0,3,0,9,5
2423,7,0,0,3,0,17,117,0,3,0,10,6
2424,6,0,0,7,0,28,210,0,3,0,9,5
2425,7,0,0,3,0,17,117,0,3,0,10,6
2426,7,0,0,1,0,32,172,0,3,0,11,6
2427,8,0,0,7,0,70,230,0,3,0,9,6
2428,7,0,0,1,0,32,172,0,3,0,11,6
2429,8,0,0,7,0,70,230,0,3,0,9,6
2430,6,0,0,8,0,61,195,0,3,0,9,5
2431,6,0,0,7,0,50,177,0,3,0,9,5
2432,6,0,0,8,0,60,198,0,3,0,9,5
2433,7,0,0,13,0,63,229,0,3,0,8,6
2434,8,0,0,17,0,48,253,1,3,0,9,6
2435,6,0,0,5,0,9,148,0,3,0,9,4
2436,6,0,0,9,0,29,183,0,3,0,9,5
2437,8,0,0,4,0,34,150,0,3,0,10,6
2438,6,0,0,9,0,29,183,0,3,0,9,5
2439,7,0,0,9,0,36,130,0,3,0,9,6
2440,6,0,0,6,0,49,159,0,3,0,10,5
2441,7,0,0,1,0,13,168,0,3,1,11,6
2442,7,0,0,14,0,32,201,0,3,0,9,5
2443,6,0,0,2,0,40,219,0,3,0,10,5
2444,7,0,0,14,0,32,201,0,3,0,9,5
2445,6,0,0,2,0,40,210,0,3,0,10,5
2446,6,0,0,2,0,40,210,0,3,0,10,5
2447,6,0,0,8,0,21,133,0,3,0,9,6
2448,6,0,0,1,0,19,114,0,3,0,10,6
2449,6,0,0,2,0,61,181,0,3,0,10,6
2450,6,0,0,10,0,38,157,0,3,0,9,5
2451,6,0,0,10,0,38,157,0,3,0,9,5
2452,7,0,0,1,0,35,136,0,3,0,11,7
2453,6,0,0,1,0,36,141,0,3,0,10,6
2454,7,0,0,16,0,58,201,0,3,0,9,5
2455,7,0,0,10,0,47,194,0,3,0,9,6
2456,8,0,0,7,0,36,156,0,3,0,10,6
2457,8,0,0,7,0,36,156,0,3,0,10,6
2458,7,0,0,10,0,47,194,0,3,0,9,6
2459,6,0,0,16,0,31,147,0,3,0,9,5
2460,6,0,0,16,0,31,147,0,3,0,9,5
2461,8,0,0,2,0,11,71,0,2,0,9,5
2462,8,0,0,2,0,12,72,0,2,0,9,5
2463,7,0,0,10,0,37,184,0,3,0,10,7
2464,6,0,0,1,0,35,124,0,3,0,8,5
2465,7,0,0,12,0,53,161,0,2,0,8,5
2466,7,0,0,11,0,51,159,0,2,0,8,5
2467,7,0,0,1,0,27,128,0,3,0,10,6
2468,5,0,0,0,0,26,77,0,3,0,10,6
2469,6,0,0,1,0,29,118,0,3,0,9,5
2470,7,0,0,1,0,34,176,0,3,0,9,5
2471,5,0,0,6,0,23,174,0,3,0,11,7
2472,8,0,0,10,0,12,97,0,3,0,10,6
2473,6,0,0,15,0,20,142,0,3,0,10,6
2474,6,0,0,1,0,17,83,0,3,0,11,7
2475,7,0,0,1,0,19,117,0,3,0,9,5
2476,6,0,0,1,0,52,148,0,3,0,9,6
2477,6,0,0,1,0,17,83,0,3,0,11,7
2478,6,0,0,7,0,58,215,0,3,0,9,6
2479,6,0,0,13,0,18,143,0,3,0,9,6
2480,6,0,0,1,0,22,113,0,3,0,10,5
2481,6,0,0,4,0,39,216,0,3,0,9,6
2482,6,0,0,7,0,54,201,0,3,0,9,6
2483,6,0,0,7,0,58,215,0,3,0,9,6
2484,6,0,0,7,0,55,191,0,3,0,9,5
2485,8,0,0,7,0,61,204,0,3,0,10,6
2486,6,0,0,10,0,37,122,0,3,0,8,5
2487,7,0,0,1,0,25,122,0,2,0,11,6
2488,7,0,0,1,0,25,122,0,2,0,11,6
2489,6,0,0,19,0,32,174,0,3,0,9,6
2490,7,0,0,7,0,11,110,0,3,0,10,6
2491,6,0,0,5,0,49,201,0,3,0,9,5
2492,6,0,0,19,0,32,174,0,3,0,9,6
2493,7,0,0,12,0,20,139,0,3,0,9,4
2494,7,0,0,12,0,20,139,0,3,0,9,4
2495,6,0,0,1,0,45,155,0,3,0,10,5
2496,8,0,0,11,0,13,96,0,3,0,10,5
2497,6,0,0,18,0,32,133,1,3,0,8,5
2498,6,0,0,18,0,32,133,1,3,0,8,5
2499,6,0,0,7,0,37,175,0,3,0,11,6
2500,6,0,0,18,0,32,133,1,3,0,8,5
2501,6,0,0,6,0,39,191,0,3,0,9,5
2502,8,0,0,1,0,11,119,0,3,0,9,4
2503,8,0,0,1,0,11,119,0,3,0,9,4
2504,8,0,0,3,0,54,174,0,3,0,9,6
2505,7,0,0,14,0,37,194,0,3,0,9,6
2506,6,0,0,7,0,63,212,0,3,0,9,6
2507,7,0,0,5,0,36,140,0,3,0,12,7
2508,6,0,0,11,0,45,178,0,3,0,9,6
2509,8,0,0,10,0,18,134,0,3,0,9,5
2510,6,0,0,7,0,46,203,0,3,0,9,6
2511,6,0,0,11,0,68,215,0,3,0,9,6
2512,5,0,0,0,0,20,67,0,3,0,9,6
2513,6,0,0,1,0,13,145,0,3,0,9,5
2514,6,0,0,4,0,34,148,0,3,0,12,7
2515,7,0,0,3,0,15,37,0,3,0,11,7
2516,7,0,0,4,0,33,170,0,3,0,10,6
2517,7,0,0,11,0,61,224,0,3,0,9,6
2518,7,0,0,3,0,15,37,0,3,0,11,7
2519,6,0,0,8,0,67,216,0,3,0,9,5
2520,7,0,0,14,0,28,174,0,3,0,9,5
2521,6,0,0,1,0,35,138,0,3,0,11,7
2522,7,0,0,8,0,32,162,0,3,0,10,8
2523,8,0,0,3,0,41,174,0,3,0,11,5
2524,7,0,0,14,0,28,174,0,3,0,9,5
2525,7,0,0,8,0,32,162,0,3,0,10,8
2526,6,0,0,1,0,35,138,0,3,0,11,7
2527,7,0,0,1,0,29,108,0,3,0,10,6
2528,6,0,0,1,0,27,109,0,3,0,9,6
2529,6,0,0,12,0,26,158,0,3,0,9,5
2530,5,0,0,1,0,57,163,0,3,0,10,6
2531,6,0,0,7,0,8,178,0,3,0,9,4
2532,6,0,0,7,0,8,178,0,3,0,9,4
2533,6,0,0,11,0,53,149,0,3,0,10,5
2534,6,0,0,1,0,19,95,0,3,0,10,7
2535,9,0,0,6,0,21,162,0,3,0,10,6
2536,6,0,0,17,0,15,110,0,3,0,9,6
2537,5,0,0,8,0,30,142,0,3,0,9,6
2538,5,0,0,8,0,30,142,0,3,0,9,6
2539,6,0,0,1,0,20,111,0,3,0,10,5
2540,9,0,0,12,0,34,177,0,3,0,10,5
2541,9,0,0,6,0,21,162,0,3,0,10,6
2542,8,0,0,10,0,19,166,0,3,0,10,5
2543,6,0,0,17,0,15,110,0,3,0,9,6
2544,6,0,0,1,0,28,117,0,3,0,11,6
2545,7,0,0,1,0,17,159,0,3,0,11,6
2546,6,0,0,7,0,26,175,0,3,0,9,5
2547,6,0,0,4,0,27,128,0,3,0,9,5
2548,6,0,0,7,0,62,209,0,3,0,9,6
2549,7,0,0,16,0,51,188,0,3,0,9,5
2550,6,0,0,4,0,27,128,0,3,0,9,5
2551,6,0,0,7,0,62,209,0,3,0,9,6
2552,6,0,0,11,0,8,110,0,3,0,9,5
2553,6,0,0,1,0,63,146,0,3,0,11,7
2554,6,0,0,1,0,67,150,0,3,0,11,7
2555,6,0,0,1,0,63,146,0,3,0,11,7
2556,7,0,0,12,0,54,170,0,3,0,8,5
2557,6,0,0,1,0,67,150,0,3,0,11,7
2558,6,0,0,1,0,63,146,0,3,0,11,7
2559,5,0,0,1,0,17,137,0,3,0,9,5
2560,6,0,0,2,0,11,103,0,3,0,11,6
2561,6,0,0,10,0,36,131,0,3,0,9,5
2562,6,0,0,2,0,11,103,0,3,0,11,6
2563,5,0,0,1,0,17,137,0,3,0,9,5
2564,6,0,0,1,0,28,160,0,2,0,10,6
2565,7,0,0,14,0,59,240,0,3,0,8,5
2566,6,0,0,1,0,17,80,0,3,0,12,7
2567,6,0,0,1,0,39,132,0,3,0,11,5
2568,6,0,0,7,0,60,207,0,3,0,9,6
2569,6,0,0,8,0,25,135,0,3,0,10,6
2570,6,0,0,1,0,39,132,0,3,0,11,5
2571,7,0,0,1,0,29,80,0,3,0,12,6
2572,7,0,0,1,0,10,56,0,3,0,9,5
2573,6,0,0,4,0,31,185,0,3,0,9,5
2574,6,0,0,1,0,70,154,0,3,0,10,5
2575,6,0,0,10,0,85,182,0,3,0,8,6
2576,6,0,0,10,0,74,227,0,3,0,9,5
2577,6,0,0,8,0,63,206,0,3,0,9,5
2578,5,0,0,1,0,45,104,0,3,0,12,7
2579,6,0,0,1,0,49,106,0,3,0,9,6
2580,7,0,0,18,0,36,174,0,3,0,10,5
2581,6,0,0,12,0,19,171,0,3,0,9,7
2582,6,0,0,12,0,19,171,0,3,0,9,7
2583,6,0,0,12,0,19,171,0,3,0,9,7
2584,6,0,0,12,0,19,171,0,3,0,9,7
2585,6,0,0,12,0,19,171,0,3,0,9,7
2586,6,0,0,12,0,19,171,0,3,0,9,7
2587,5,0,0,0,0,15,89,0,3,0,9,6
2588,6,0,0,12,0,19,171,0,3,0,9,7
2589,7,0,0,1,0,25,154,0,3,0,9,4
2590,6,0,0,13,0,47,132,0,3,0,10,6
2591,6,0,0,8,0,24,152,0,3,0,11,7
2592,7,0,0,1,0,32,144,0,3,0,10,5
2593,6,0,0,11,0,49,147,0,3,0,10,5
2594,5,0,0,5,0,12,107,0,3,0,13,7
2595,8,0,0,1,0,18,167,0,3,0,10,5
2596,7,0,0,2,0,28,208,0,3,0,9,5
2597,6,0,0,1,0,56,115,0,3,0,11,6
2598,7,0,0,2,0,28,208,0,3,0,9,5
2599,6,0,0,16,0,58,185,0,3,0,9,6
2600,6,0,0,1,0,51,132,0,3,0,11,7
2601,6,0,0,15,0,64,185,0,3,0,9,5
2602,6,0,0,1,0,56,115,0,3,0,11,6
2603,6,0,0,2,0,37,107,0,3,0,11,7
2604,6,0,0,2,0,37,107,0,3,0,11,7
2605,7,0,0,0,0,4,28,0,3,0,12,6
2606,7,0,0,2,0,22,157,0,3,0,10,6
2607,8,0,0,8,0,47,202,0,3,0,10,6
2608,7,0,0,8,0,53,209,0,3,0,10,6
2609,7,0,0,0,0,4,28,0,3,0,12,6
2610,6,0,0,11,0,44,177,0,3,0,9,5
